week_start_date,sku_id,outlet_id,units_sold,returns,promotional_flag
2021-03-15,SKU-001,OL-028,30,0,0
2021-03-15,SKU-001,OL-044,40,0,0
2021-03-15,SKU-001,OL-046,0,0,0
2021-03-22,SKU-001,OL-265,33,0,0
2021-03-22,SKU-001,OL-103,30,0,0
2021-03-22,SKU-001,OL-215,0,0,0
2021-03-22,SKU-001,OL-068,42,0,0
2021-03-22,SKU-001,OL-194,30,0,0
2021-03-22,SKU-001,OL-283,46,0,0
2021-03-22,SKU-001,OL-142,35,0,0
2021-03-22,SKU-001,OL-152,29,0,0
2021-03-22,SKU-001,OL-056,36,0,0
2021-03-22,SKU-001,OL-151,38,0,0
2021-03-22,SKU-001,OL-235,24,0,0
2021-03-22,SKU-001,OL-307,21,0,0
2021-03-22,SKU-001,OL-029,32,0,0
2021-03-22,SKU-001,OL-136,30,0,0
2021-03-22,SKU-001,OL-147,26,0,0
2021-03-29,SKU-001,OL-027,35,0,0
2021-03-29,SKU-001,OL-205,23,0,0
2021-03-29,SKU-001,OL-003,23,0,0
2021-03-29,SKU-001,OL-282,37,0,0
2021-03-29,SKU-001,OL-127,31,0,0
2021-03-29,SKU-001,OL-002,31,0,0
2021-03-29,SKU-001,OL-233,38,0,0
2021-03-29,SKU-001,OL-250,32,0,0
2021-03-29,SKU-001,OL-125,25,0,0
2021-03-29,SKU-001,OL-223,21,0,0
2021-03-29,SKU-001,OL-196,25,0,0
2021-03-29,SKU-001,OL-248,37,0,0
2021-03-29,SKU-001,OL-187,0,0,0
2021-03-29,SKU-001,OL-260,29,0,0
2021-03-29,SKU-001,OL-183,23,0,0
2021-04-05,SKU-001,OL-236,35,0,0
2021-04-05,SKU-001,OL-118,32,0,0
2021-04-05,SKU-001,OL-008,34,0,0
2021-04-05,SKU-001,OL-053,19,0,0
2021-04-05,SKU-001,OL-259,32,0,0
2021-04-05,SKU-001,OL-024,29,0,0
2021-04-05,SKU-001,OL-270,0,0,0
2021-04-05,SKU-001,OL-254,34,0,0
2021-04-05,SKU-001,OL-070,36,0,0
2021-04-05,SKU-001,OL-173,30,0,0
2021-04-05,SKU-001,OL-258,36,0,0
2021-04-05,SKU-001,OL-155,42,0,0
2021-04-05,SKU-001,OL-090,35,0,0
2021-04-05,SKU-001,OL-115,19,0,0
2021-04-05,SKU-001,OL-009,31,0,0
2021-04-12,SKU-001,OL-015,35,0,0
2021-04-12,SKU-001,OL-051,40,0,0
2021-04-12,SKU-001,OL-086,31,0,0
2021-04-12,SKU-001,OL-182,40,0,0
2021-04-12,SKU-001,OL-068,32,0,0
2021-04-12,SKU-001,OL-030,46,0,0
2021-04-12,SKU-001,OL-023,28,0,0
2021-04-12,SKU-001,OL-136,35,0,0
2021-04-12,SKU-001,OL-126,25,0,0
2021-04-12,SKU-001,OL-096,33,0,0
2021-04-12,SKU-001,OL-024,33,0,0
2021-04-12,SKU-001,OL-289,34,0,0
2021-04-12,SKU-001,OL-036,0,0,0
2021-04-12,SKU-001,OL-277,25,0,0
2021-04-12,SKU-001,OL-081,38,0,0
2021-04-19,SKU-001,OL-208,37,0,0
2021-04-19,SKU-001,OL-248,0,0,0
2021-04-19,SKU-001,OL-154,30,0,0
2021-04-19,SKU-001,OL-007,31,0,0
2021-04-19,SKU-001,OL-312,42,0,0
2021-04-19,SKU-001,OL-297,33,0,0
2021-04-19,SKU-001,OL-020,31,0,0
2021-04-19,SKU-001,OL-236,33,0,0
2021-04-19,SKU-001,OL-107,33,0,0
2021-04-19,SKU-001,OL-239,35,0,0
2021-04-19,SKU-001,OL-070,23,0,0
2021-04-19,SKU-001,OL-087,25,0,0
2021-04-19,SKU-001,OL-058,26,0,0
2021-04-19,SKU-001,OL-256,27,0,0
2021-04-19,SKU-001,OL-200,42,0,0
2021-04-26,SKU-001,OL-261,36,0,0
2021-04-26,SKU-001,OL-166,27,0,0
2021-04-26,SKU-001,OL-151,27,0,0
2021-04-26,SKU-001,OL-163,27,0,0
2021-04-26,SKU-001,OL-237,25,0,0
2021-04-26,SKU-001,OL-147,27,0,0
2021-04-26,SKU-001,OL-245,33,0,0
2021-04-26,SKU-001,OL-316,35,0,0
2021-04-26,SKU-001,OL-012,21,0,0
2021-04-26,SKU-001,OL-204,39,0,0
2021-04-26,SKU-001,OL-021,27,0,0
2021-04-26,SKU-001,OL-267,31,0,0
2021-04-26,SKU-001,OL-176,35,0,0
2021-04-26,SKU-001,OL-174,32,0,0
2021-04-26,SKU-001,OL-283,18,0,0
2021-05-03,SKU-001,OL-203,33,0,0
2021-05-03,SKU-001,OL-202,0,0,0
2021-05-03,SKU-001,OL-060,33,0,0
2021-05-03,SKU-001,OL-193,29,0,0
2021-05-03,SKU-001,OL-086,28,0,0
2021-05-03,SKU-001,OL-148,35,0,0
2021-05-03,SKU-001,OL-070,38,0,0
2021-05-03,SKU-001,OL-311,23,0,0
2021-05-03,SKU-001,OL-098,34,0,0
2021-05-03,SKU-001,OL-109,0,0,0
2021-05-03,SKU-001,OL-272,29,0,0
2021-05-03,SKU-001,OL-013,35,0,0
2021-05-03,SKU-001,OL-057,35,0,0
2021-05-03,SKU-001,OL-025,24,0,0
2021-05-03,SKU-001,OL-243,28,0,0
2021-05-10,SKU-001,OL-222,27,0,0
2021-05-10,SKU-001,OL-265,27,0,0
2021-05-10,SKU-001,OL-197,23,0,0
2021-05-10,SKU-001,OL-073,25,0,0
2021-05-10,SKU-001,OL-094,39,0,0
2021-05-10,SKU-001,OL-085,27,0,0
2021-05-10,SKU-001,OL-029,44,0,0
2021-05-10,SKU-001,OL-165,34,0,0
2021-05-10,SKU-001,OL-137,38,0,0
2021-05-10,SKU-001,OL-146,30,0,0
2021-05-10,SKU-001,OL-049,33,0,0
2021-05-10,SKU-001,OL-236,25,0,0
2021-05-10,SKU-001,OL-046,29,0,0
2021-05-10,SKU-001,OL-010,26,0,0
2021-05-10,SKU-001,OL-178,33,0,0
2021-05-17,SKU-001,OL-231,30,0,0
2021-05-17,SKU-001,OL-319,30,0,0
2021-05-17,SKU-001,OL-113,29,0,0
2021-05-17,SKU-001,OL-062,38,0,0
2021-05-17,SKU-001,OL-091,32,0,0
2021-05-17,SKU-001,OL-130,30,0,0
2021-05-17,SKU-001,OL-026,25,0,0
2021-05-17,SKU-001,OL-149,44,0,0
2021-05-17,SKU-001,OL-302,22,0,0
2021-05-17,SKU-001,OL-126,34,0,0
2021-05-17,SKU-001,OL-265,26,0,0
2021-05-17,SKU-001,OL-197,27,0,0
2021-05-17,SKU-001,OL-110,36,0,0
2021-05-17,SKU-001,OL-193,30,0,0
2021-05-17,SKU-001,OL-076,31,0,0
2021-05-24,SKU-001,OL-032,32,0,0
2021-05-24,SKU-001,OL-167,32,0,0
2021-05-24,SKU-001,OL-210,0,0,0
2021-05-24,SKU-001,OL-129,31,0,0
2021-05-24,SKU-001,OL-105,42,0,0
2021-05-24,SKU-001,OL-042,0,0,0
2021-05-24,SKU-001,OL-227,26,0,0
2021-05-24,SKU-001,OL-071,35,0,0
2021-05-24,SKU-001,OL-041,41,0,0
2021-05-24,SKU-001,OL-030,26,0,0
2021-05-24,SKU-001,OL-144,28,0,0
2021-05-24,SKU-001,OL-203,30,0,0
2021-05-24,SKU-001,OL-108,25,0,0
2021-05-24,SKU-001,OL-035,25,0,0
2021-05-24,SKU-001,OL-037,38,0,0
2021-05-31,SKU-001,OL-097,28,0,0
2021-05-31,SKU-001,OL-116,37,0,0
2021-05-31,SKU-001,OL-280,36,0,0
2021-05-31,SKU-001,OL-246,28,0,0
2021-05-31,SKU-001,OL-108,34,0,0
2021-05-31,SKU-001,OL-284,32,0,0
2021-05-31,SKU-001,OL-155,26,0,0
2021-05-31,SKU-001,OL-191,33,0,0
2021-05-31,SKU-001,OL-316,44,0,0
2021-05-31,SKU-001,OL-184,37,0,0
2021-05-31,SKU-001,OL-017,34,0,0
2021-05-31,SKU-001,OL-028,32,0,0
2021-05-31,SKU-001,OL-065,32,0,0
2021-05-31,SKU-001,OL-050,41,0,0
2021-05-31,SKU-001,OL-161,34,0,0
2021-06-07,SKU-001,OL-273,21,0,0
2021-06-07,SKU-001,OL-079,39,0,0
2021-06-07,SKU-001,OL-080,30,0,0
2021-06-07,SKU-001,OL-110,34,0,0
2021-06-07,SKU-001,OL-027,30,0,0
2021-06-07,SKU-001,OL-305,37,0,0
2021-06-07,SKU-001,OL-154,28,0,0
2021-06-07,SKU-001,OL-250,26,0,0
2021-06-07,SKU-001,OL-206,0,0,0
2021-06-07,SKU-001,OL-019,43,0,0
2021-06-07,SKU-001,OL-176,34,0,0
2021-06-07,SKU-001,OL-291,26,0,0
2021-06-07,SKU-001,OL-219,33,0,0
2021-06-07,SKU-001,OL-230,22,0,0
2021-06-07,SKU-001,OL-210,28,0,0
2021-06-14,SKU-001,OL-062,27,0,0
2021-06-14,SKU-001,OL-078,0,0,0
2021-06-14,SKU-001,OL-278,38,0,0
2021-06-14,SKU-001,OL-184,33,0,0
2021-06-14,SKU-001,OL-133,31,0,0
2021-06-14,SKU-001,OL-292,26,0,0
2021-06-14,SKU-001,OL-295,31,0,0
2021-06-14,SKU-001,OL-235,35,0,0
2021-06-14,SKU-001,OL-092,37,0,0
2021-06-14,SKU-001,OL-205,28,0,0
2021-06-14,SKU-001,OL-117,39,0,0
2021-06-14,SKU-001,OL-052,36,0,0
2021-06-14,SKU-001,OL-172,0,0,0
2021-06-14,SKU-001,OL-027,39,0,0
2021-06-14,SKU-001,OL-263,36,0,0
2021-06-21,SKU-001,OL-155,0,0,0
2021-06-21,SKU-001,OL-276,28,0,0
2021-06-21,SKU-001,OL-229,27,0,0
2021-06-21,SKU-001,OL-289,32,0,0
2021-06-21,SKU-001,OL-111,39,0,0
2021-06-21,SKU-001,OL-256,29,0,0
2021-06-21,SKU-001,OL-024,34,0,0
2021-06-21,SKU-001,OL-048,35,0,0
2021-06-21,SKU-001,OL-090,34,0,0
2021-06-21,SKU-001,OL-119,38,0,0
2021-06-21,SKU-001,OL-103,40,0,0
2021-06-21,SKU-001,OL-172,41,0,0
2021-06-21,SKU-001,OL-230,32,0,0
2021-06-21,SKU-001,OL-292,29,0,0
2021-06-21,SKU-001,OL-112,35,0,0
2021-06-28,SKU-001,OL-255,26,0,0
2021-06-28,SKU-001,OL-154,27,0,0
2021-06-28,SKU-001,OL-226,25,0,0
2021-06-28,SKU-001,OL-266,29,0,0
2021-06-28,SKU-001,OL-122,36,0,0
2021-06-28,SKU-001,OL-018,27,0,0
2021-06-28,SKU-001,OL-047,26,0,0
2021-06-28,SKU-001,OL-159,0,0,0
2021-06-28,SKU-001,OL-137,35,0,0
2021-06-28,SKU-001,OL-064,32,0,0
2021-06-28,SKU-001,OL-004,33,0,0
2021-06-28,SKU-001,OL-261,26,0,0
2021-06-28,SKU-001,OL-275,23,0,0
2021-06-28,SKU-001,OL-105,28,0,0
2021-06-28,SKU-001,OL-158,29,0,0
2021-07-05,SKU-001,OL-014,37,0,0
2021-07-05,SKU-001,OL-022,34,0,0
2021-07-05,SKU-001,OL-159,37,0,0
2021-07-05,SKU-001,OL-312,35,0,0
2021-07-05,SKU-001,OL-214,33,0,0
2021-07-05,SKU-001,OL-013,30,0,0
2021-07-05,SKU-001,OL-187,24,0,0
2021-07-05,SKU-001,OL-141,37,0,0
2021-07-05,SKU-001,OL-215,36,0,0
2021-07-05,SKU-001,OL-289,28,0,0
2021-07-05,SKU-001,OL-315,39,0,0
2021-07-05,SKU-001,OL-192,29,0,0
2021-07-05,SKU-001,OL-023,31,0,0
2021-07-05,SKU-001,OL-260,43,0,0
2021-07-05,SKU-001,OL-154,46,0,0
2021-07-12,SKU-001,OL-071,27,0,0
2021-07-12,SKU-001,OL-005,0,0,0
2021-07-12,SKU-001,OL-273,39,0,0
2021-07-12,SKU-001,OL-010,36,0,0
2021-07-12,SKU-001,OL-192,28,0,0
2021-07-12,SKU-001,OL-098,45,0,0
2021-07-12,SKU-001,OL-279,27,0,0
2021-07-12,SKU-001,OL-153,43,0,0
2021-07-12,SKU-001,OL-254,36,0,0
2021-07-12,SKU-001,OL-296,45,0,0
2021-07-12,SKU-001,OL-079,30,0,0
2021-07-12,SKU-001,OL-231,0,0,0
2021-07-12,SKU-001,OL-305,23,0,0
2021-07-12,SKU-001,OL-190,30,0,0
2021-07-12,SKU-001,OL-034,22,0,0
2021-07-19,SKU-001,OL-264,34,0,0
2021-07-19,SKU-001,OL-076,30,0,0
2021-07-19,SKU-001,OL-118,41,0,0
2021-07-19,SKU-001,OL-284,28,0,0
2021-07-19,SKU-001,OL-075,41,0,0
2021-07-19,SKU-001,OL-271,41,0,0
2021-07-19,SKU-001,OL-274,44,0,0
2021-07-19,SKU-001,OL-286,38,0,0
2021-07-19,SKU-001,OL-050,33,0,0
2021-07-19,SKU-001,OL-202,38,0,0
2021-07-19,SKU-001,OL-042,32,0,0
2021-07-19,SKU-001,OL-120,28,0,0
2021-07-19,SKU-001,OL-235,30,0,0
2021-07-19,SKU-001,OL-044,29,0,0
2021-07-19,SKU-001,OL-298,19,0,0
2021-07-26,SKU-001,OL-201,31,0,0
2021-07-26,SKU-001,OL-112,38,0,0
2021-07-26,SKU-001,OL-077,32,0,0
2021-07-26,SKU-001,OL-123,45,0,0
2021-07-26,SKU-001,OL-034,0,0,0
2021-07-26,SKU-001,OL-026,45,0,0
2021-07-26,SKU-001,OL-091,35,0,0
2021-07-26,SKU-001,OL-207,28,0,0
2021-07-26,SKU-001,OL-184,28,0,0
2021-07-26,SKU-001,OL-164,38,0,0
2021-07-26,SKU-001,OL-255,31,0,0
2021-07-26,SKU-001,OL-145,36,0,0
2021-07-26,SKU-001,OL-245,39,0,0
2021-07-26,SKU-001,OL-136,28,0,0
2021-07-26,SKU-001,OL-150,35,0,0
2021-08-02,SKU-001,OL-275,24,0,0
2021-08-02,SKU-001,OL-206,29,0,0
2021-08-02,SKU-001,OL-064,40,0,0
2021-08-02,SKU-001,OL-265,36,0,0
2021-08-02,SKU-001,OL-090,23,0,0
2021-08-02,SKU-001,OL-192,31,0,0
2021-08-02,SKU-001,OL-213,37,0,0
2021-08-02,SKU-001,OL-036,0,0,0
2021-08-02,SKU-001,OL-314,36,0,0
2021-08-02,SKU-001,OL-219,40,0,0
2021-08-02,SKU-001,OL-134,33,0,0
2021-08-02,SKU-001,OL-021,39,0,0
2021-08-02,SKU-001,OL-088,36,0,0
2021-08-02,SKU-001,OL-283,29,0,0
2021-08-02,SKU-001,OL-002,38,0,0
2021-08-09,SKU-001,OL-052,36,0,0
2021-08-09,SKU-001,OL-154,35,0,0
2021-08-09,SKU-001,OL-122,41,0,0
2021-08-09,SKU-001,OL-091,39,0,0
2021-08-09,SKU-001,OL-262,30,0,0
2021-08-09,SKU-001,OL-257,39,0,0
2021-08-09,SKU-001,OL-188,35,0,0
2021-08-09,SKU-001,OL-271,35,0,0
2021-08-09,SKU-001,OL-296,38,0,0
2021-08-09,SKU-001,OL-149,38,0,0
2021-08-09,SKU-001,OL-232,48,0,0
2021-08-09,SKU-001,OL-021,36,0,0
2021-08-09,SKU-001,OL-308,29,0,0
2021-08-09,SKU-001,OL-299,22,0,0
2021-08-09,SKU-001,OL-011,30,0,0
2021-08-16,SKU-001,OL-105,37,0,0
2021-08-16,SKU-001,OL-020,38,0,0
2021-08-16,SKU-001,OL-021,33,0,0
2021-08-16,SKU-001,OL-171,36,0,0
2021-08-16,SKU-001,OL-197,32,0,0
2021-08-16,SKU-001,OL-267,36,0,0
2021-08-16,SKU-001,OL-139,23,0,0
2021-08-16,SKU-001,OL-064,36,0,0
2021-08-16,SKU-001,OL-230,46,0,0
2021-08-16,SKU-001,OL-080,32,0,0
2021-08-16,SKU-001,OL-251,32,0,0
2021-08-16,SKU-001,OL-108,31,0,0
2021-08-16,SKU-001,OL-314,41,0,0
2021-08-16,SKU-001,OL-029,28,0,0
2021-08-16,SKU-001,OL-201,36,0,0
2021-08-23,SKU-001,OL-297,40,0,0
2021-08-23,SKU-001,OL-018,50,0,0
2021-08-23,SKU-001,OL-293,40,0,0
2021-08-23,SKU-001,OL-188,38,0,0
2021-08-23,SKU-001,OL-306,25,0,0
2021-08-23,SKU-001,OL-158,43,0,0
2021-08-23,SKU-001,OL-025,38,0,0
2021-08-23,SKU-001,OL-177,25,0,0
2021-08-23,SKU-001,OL-068,36,0,0
2021-08-23,SKU-001,OL-054,27,0,0
2021-08-23,SKU-001,OL-290,0,0,0
2021-08-23,SKU-001,OL-270,0,0,0
2021-08-23,SKU-001,OL-294,30,0,0
2021-08-23,SKU-001,OL-010,31,0,0
2021-08-23,SKU-001,OL-096,35,0,0
2021-08-30,SKU-001,OL-151,36,0,0
2021-08-30,SKU-001,OL-205,38,0,0
2021-08-30,SKU-001,OL-313,33,0,0
2021-08-30,SKU-001,OL-257,26,0,0
2021-08-30,SKU-001,OL-104,35,0,0
2021-08-30,SKU-001,OL-196,34,0,0
2021-08-30,SKU-001,OL-124,30,0,0
2021-08-30,SKU-001,OL-106,24,0,0
2021-08-30,SKU-001,OL-078,0,0,0
2021-08-30,SKU-001,OL-018,31,0,0
2021-08-30,SKU-001,OL-292,0,0,0
2021-08-30,SKU-001,OL-145,39,0,0
2021-08-30,SKU-001,OL-268,27,0,0
2021-08-30,SKU-001,OL-049,35,0,0
2021-08-30,SKU-001,OL-209,37,0,0
2021-09-06,SKU-001,OL-316,0,0,0
2021-09-06,SKU-001,OL-247,34,0,0
2021-09-06,SKU-001,OL-271,32,0,0
2021-09-06,SKU-001,OL-108,33,0,0
2021-09-06,SKU-001,OL-237,23,0,0
2021-09-06,SKU-001,OL-146,0,0,0
2021-09-06,SKU-001,OL-245,41,0,0
2021-09-06,SKU-001,OL-193,27,0,0
2021-09-06,SKU-001,OL-195,36,0,0
2021-09-06,SKU-001,OL-309,34,0,0
2021-09-06,SKU-001,OL-115,27,0,0
2021-09-06,SKU-001,OL-253,22,0,0
2021-09-06,SKU-001,OL-242,29,0,0
2021-09-06,SKU-001,OL-319,40,0,0
2021-09-06,SKU-001,OL-095,37,0,0
2021-09-13,SKU-001,OL-283,30,0,0
2021-09-13,SKU-001,OL-182,40,0,0
2021-09-13,SKU-001,OL-309,32,0,0
2021-09-13,SKU-001,OL-187,33,0,0
2021-09-13,SKU-001,OL-071,42,0,0
2021-09-13,SKU-001,OL-149,29,0,0
2021-09-13,SKU-001,OL-025,42,0,0
2021-09-13,SKU-001,OL-174,35,0,0
2021-09-13,SKU-001,OL-021,37,0,0
2021-09-13,SKU-001,OL-030,27,0,0
2021-09-13,SKU-001,OL-143,51,0,0
2021-09-13,SKU-001,OL-162,40,0,0
2021-09-13,SKU-001,OL-045,32,0,0
2021-09-13,SKU-001,OL-012,31,0,0
2021-09-13,SKU-001,OL-205,26,0,0
2021-09-20,SKU-001,OL-011,50,0,0
2021-09-20,SKU-001,OL-065,36,0,0
2021-09-20,SKU-001,OL-117,38,0,0
2021-09-20,SKU-001,OL-083,28,0,0
2021-09-20,SKU-001,OL-247,27,0,0
2021-09-20,SKU-001,OL-207,30,0,0
2021-09-20,SKU-001,OL-111,32,0,0
2021-09-20,SKU-001,OL-305,35,0,0
2021-09-20,SKU-001,OL-047,26,0,0
2021-09-20,SKU-001,OL-202,36,0,0
2021-09-20,SKU-001,OL-146,34,0,0
2021-09-20,SKU-001,OL-309,27,0,0
2021-09-20,SKU-001,OL-256,0,0,0
2021-09-20,SKU-001,OL-106,33,0,0
2021-09-20,SKU-001,OL-296,18,0,0
2021-09-27,SKU-001,OL-172,32,0,0
2021-09-27,SKU-001,OL-317,30,0,0
2021-09-27,SKU-001,OL-094,19,0,0
2021-09-27,SKU-001,OL-077,35,0,0
2021-09-27,SKU-001,OL-078,32,0,0
2021-09-27,SKU-001,OL-065,33,0,0
2021-09-27,SKU-001,OL-027,26,0,0
2021-09-27,SKU-001,OL-010,30,0,0
2021-09-27,SKU-001,OL-198,27,0,0
2021-09-27,SKU-001,OL-178,0,0,0
